ppntID,base1,base2,fuel1,fuel2,fueltype1,fueltype2,choice_base,choice_fuel,choice_fueltype,questiontype,drawtime,responsetime
2,0.5717173299,0.2441604137,0.2421657946,0.9352758921,color,height,0.5717173299,0.2421657946,color,Which rocket has the best distance?,1575341324851,1575341325452
2,0.0377318824,0.0954104151,0.9125046094,0.5256134787,color,height,0.0377318824,0.9125046094,color,Which rocket has the best distance?,1575341326954,1575341327414
2,0.5676916869,0.2823785423,0.9426773819,0.2463478293,height,height,0.5676916869,0.9426773819,height,Which rocket has the best distance?,1575341328918,1575341328943
2,0.3118675719,0.9634769009,0.4671628971,0.9207177023,color,color,0.3118675719,0.4671628971,color,Which rocket has the best distance?,1575341330448,1575341330506
2,0.3759416132,0.8495517199,0.7732632666,0.8902151911,height,color,0.8495517199,0.8902151911,color,Which rocket has the best distance?,1575341332015,1575341334634
2,0.2909485746,0.0984138413,0.8479370174,0.9979827039,color,color,0.0984138413,0.9979827039,color,Which rocket has the best distance?,1575341336138,1575341337189
2,0.9374271078,0.9444253575,0.590421614,0.12260657,color,color,0.9444253575,0.12260657,color,Which rocket has the best distance?,1575341338695,1575341339317
2,0.3544221346,0.8916479107,0.1930568979,0.4490364907,color,color,0.8916479107,0.4490364907,color,Which rocket has the best distance?,1575341340822,1575341341818
2,0.6544162944,0.8172706732,0.1151792906,0.2187719955,color,color,0.8172706732,0.2187719955,color,Which rocket has the best distance?,1575341343322,1575341344139
2,0.4863989662,0.8833677413,0.8624630168,0.0909880053,color,height,0.4863989662,0.8624630168,color,Which rocket has the best distance?,1575341345644,1575341347385
2,0.0102958214,0.3700242818,0.7502350906,0.5467054606,color,color,0.3700242818,0.5467054606,color,Which rocket has the best distance?,1575341348890,1575341350448
2,0.7923406427,0.2512979012,0.6829358271,0.1217512466,height,color,0.2512979012,0.1217512466,color,Which rocket has the best distance?,1575341351953,1575341352669
2,0.8874713703,0.4201032354,0.1380457039,0.8289876079,height,height,0.4201032354,0.8289876079,height,Which rocket has the best distance?,1575341354173,1575341354783
2,0.4860017478,0.5771720708,0.7887958301,0.3458525623,height,height,0.5771720708,0.3458525623,height,Which rocket has the best distance?,1575341356294,1575341356967
2,0.2014055771,0.5695156008,0.1207913278,0.7407415587,height,height,0.5695156008,0.7407415587,height,Which rocket has the best distance?,1575341358472,1575341359451
2,0.0378969466,0.5689758699,0.2730503313,0.0652679637,height,height,0.0378969466,0.2730503313,height,Which rocket has the best distance?,1575341360956,1575341362842
2,0.8546052983,0.997121787,0.2327783348,0.9108485023,height,color,0.997121787,0.9108485023,color,Which rocket has the best distance?,1575341364348,1575341367163
3,0.7645488958,0.7345488958,0.0516640663,0.2031670015,color,height,0.7345488958,0.2031670015,height,Which rocket has the best base?,1575342179566,1575342182388
